Date,Time,TDS,Turbidity,Temperature
2024-10-26T06:51:48, 107, 20,12.19,
2024-10-26T06:51:54, 107, 19,12.19,
2024-10-26T06:52:00, 107, 19,12.19,
2024-10-26T06:52:06, 107, 19,12.19,
2024-10-26T06:52:12, 107, 18,12.19,
2024-10-26T06:52:18, 107, 19,12.19,
2024-10-26T06:52:23, 107, 19,12.19,
2024-10-26T06:52:29, 107, 19,12.19,
2024-10-26T06:52:35, 108, 19,12.19,
2024-10-26T06:52:41, 107, 19,12.19,
2024-10-26T06:52:47, 107, 19,12.19,
2024-10-26T06:52:53, 107, 21,12.19,
2024-10-26T06:52:59, 107, 19,12.13,
2024-10-26T06:53:05, 109, 19,12.13,
2024-10-26T06:53:11, 107, 19,12.13,
2024-10-26T06:53:17, 107, 19,12.19,
2024-10-26T06:53:23, 107, 19,12.19,
2024-10-26T06:53:29, 106, 19,12.19,
2024-10-26T06:53:35, 106, 19,12.19,
2024-10-26T06:53:41, 107, 20,12.19,
2024-10-26T06:53:47, 108, 20,12.19,
2024-10-26T06:53:53, 106, 19,12.19,
2024-10-26T06:53:59, 107, 19,12.19,
2024-10-26T06:54:05, 107, 19,12.19,
2024-10-26T06:54:11, 106, 20,12.19,
2024-10-26T06:54:17, 106, 19,12.19,
2024-10-26T06:54:23, 107, 20,12.19,
2024-10-26T06:54:29, 108, 20,12.19,
2024-10-26T06:54:35, 107, 20,12.19,
2024-10-26T06:54:41, 107, 19,12.19,
2024-10-26T06:54:47, 107, 19,12.19,
2024-10-26T06:54:53, 108, 20,12.13,
2024-10-26T06:54:59, 107, 19,12.19,
2024-10-26T06:55:05, 107, 20,12.13,
2024-10-26T06:55:11, 108, 19,12.19,
2024-10-26T06:55:17, 107, 20,12.19,
2024-10-26T06:55:23, 107, 19,12.19,
2024-10-26T06:55:29, 107, 20,12.19,
2024-10-26T06:55:35, 107, 20,12.19,
2024-10-26T06:55:41, 108, 19,12.19,
2024-10-26T06:55:47, 107, 19,12.19,
2024-10-26T06:55:53, 108, 20,12.19,
2024-10-26T06:55:59, 107, 19,12.19,
2024-10-26T06:56:05, 108, 20,12.19,
2024-10-26T06:56:11, 109, 20,12.19,
2024-10-26T06:56:17, 107, 20,12.19,
2024-10-26T06:56:23, 107, 20,12.19,
2024-10-26T06:56:29, 107, 19,12.19,
2024-10-26T06:56:35, 107, 20,12.19,
2024-10-26T06:56:41, 107, 20,12.19,
2024-10-26T06:56:47, 107, 20,12.13,
2024-10-26T06:56:53, 108, 20,12.13,
2024-10-26T06:56:59, 107, 20,12.19,
2024-10-26T06:57:05, 108, 19,12.13,
2024-10-26T06:57:11, 107, 20,12.13,
2024-10-26T06:57:17, 107, 21,12.13,
2024-10-26T06:57:23, 108, 20,12.13,
2024-10-26T06:57:29, 109, 20,12.13,
2024-10-26T06:57:35, 108, 19,12.13,
2024-10-26T06:57:41, 107, 20,12.13,
2024-10-26T06:57:47, 107, 20,12.19,
2024-10-26T06:57:53, 107, 19,12.19,
2024-10-26T06:57:59, 108, 20,12.19,
2024-10-26T06:58:05, 108, 20,12.13,
2024-10-26T06:58:11, 107, 20,12.13,
2024-10-26T06:58:17, 108, 20,12.19,
2024-10-26T06:58:23, 107, 21,12.13,
2024-10-26T06:58:29, 108, 20,12.13,
2024-10-26T06:58:35, 110, 20,12.13,
2024-10-26T06:58:41, 107, 20,12.19,
2024-10-26T06:58:47, 108, 19,12.19,
2024-10-26T06:58:53, 107, 20,12.19,
2024-10-26T06:58:59, 107, 20,12.13,
2024-10-26T06:59:05, 107, 20,12.13,
2024-10-26T06:59:11, 109, 21,12.19,
2024-10-26T06:59:17, 106, 20,12.13,
2024-10-26T06:59:23, 107, 20,12.19,
2024-10-26T06:59:29, 108, 19,12.13,
2024-10-26T06:59:35, 106, 20,12.19,
2024-10-26T06:59:41, 107, 21,12.19,
2024-10-26T06:59:47, 108, 20,12.13,
2024-10-26T06:59:53, 108, 19,12.19,
2024-10-26T06:59:59, 107, 20,12.19,
2024-10-26T07:00:05, 108, 21,12.19,
2024-10-26T07:00:11, 108, 20,12.19,
2024-10-26T07:00:17, 107, 21,12.13,
2024-10-26T07:00:23, 107, 20,12.13,
2024-10-26T07:00:29, 108, 21,12.13,
2024-10-26T07:00:35, 108, 21,12.06,
2024-10-26T07:00:41, 107, 21,12.13,
2024-10-26T07:00:47, 107, 20,12.13,
2024-10-26T07:00:53, 107, 20,12.06,
2024-10-26T07:00:59, 107, 20,12.13,
2024-10-26T07:01:05, 107, 20,12.13,
2024-10-26T07:01:11, 108, 20,12.13,
2024-10-26T07:01:17, 107, 21,12.13,
2024-10-26T07:01:23, 108, 20,12.13,
2024-10-26T07:01:29, 107, 21,12.13,
2024-10-26T07:01:35, 107, 21,12.13,
2024-10-26T07:01:41, 107, 20,12.13,
2024-10-26T07:01:47, 110, 20,12.19,
2024-10-26T07:01:53, 108, 20,12.19,
2024-10-26T07:01:59, 108, 20,12.19,
2024-10-26T07:02:05, 107, 21,12.19,
2024-10-26T07:02:11, 108, 20,12.19,
2024-10-26T07:02:17, 108, 20,12.19,
2024-10-26T07:02:23, 107, 21,12.19,
2024-10-26T07:02:29, 108, 21,12.19,
2024-10-26T07:02:35, 108, 20,12.19,
2024-10-26T07:02:41, 107, 20,12.19,
2024-10-26T07:02:47, 107, 21,12.19,
2024-10-26T07:02:53, 108, 21,12.25,
2024-10-26T07:02:59, 107, 20,12.25,
2024-10-26T07:03:05, 108, 21,12.19,
2024-10-26T07:03:11, 106, 20,12.19,
2024-10-26T07:03:17, 112, 20,12.19,
2024-10-26T07:03:23, 108, 21,12.19,
2024-10-26T07:03:29, 108, 20,12.19,
2024-10-26T07:03:35, 107, 21,12.25,
2024-10-26T07:03:41, 108, 20,12.19,
2024-10-26T07:03:47, 108, 20,12.19,
2024-10-26T07:03:53, 107, 20,12.19,
2024-10-26T07:03:59, 109, 20,12.19,
2024-10-26T07:04:05, 108, 22,12.19,
2024-10-26T07:04:11, 108, 20,12.25,
2024-10-26T07:04:17, 107, 20,12.19,
2024-10-26T07:04:23, 107, 21,12.19,
2024-10-26T07:04:29, 108, 21,12.19,
2024-10-26T07:04:35, 107, 22,12.19,
2024-10-26T07:04:41, 107, 22,12.13,
2024-10-26T07:04:47, 108, 20,12.13,
2024-10-26T07:04:53, 107, 21,12.13,
2024-10-26T07:04:59, 108, 21,12.13,
2024-10-26T07:05:05, 108, 21,12.13,
2024-10-26T07:05:11, 109, 21,12.13,
2024-10-26T07:05:17, 108, 22,12.19,
2024-10-26T07:05:23, 107, 23,12.13,
2024-10-26T07:05:29, 106, 22,12.13,
2024-10-26T07:05:35, 107, 21,12.13,
2024-10-26T07:05:41, 108, 21,12.13,
2024-10-26T07:05:47, 108, 21,12.13,
2024-10-26T07:05:53, 107, 22,12.13,
2024-10-26T07:05:59, 107, 22,12.19,
2024-10-26T07:06:05, 108, 22,12.13,
2024-10-26T07:06:11, 108, 20,12.13,
2024-10-26T07:06:17, 107, 21,12.13,
2024-10-26T07:06:23, 107, 21,12.13,
2024-10-26T07:06:29, 108, 22,12.13,
2024-10-26T07:06:35, 108, 21,12.13,
2024-10-26T07:06:41, 108, 21,12.13,
2024-10-26T07:06:47, 107, 22,12.13,
2024-10-26T07:06:53, 107, 21,12.13,
2024-10-26T07:06:59, 108, 21,12.13,
2024-10-26T07:07:05, 108, 21,12.19,
2024-10-26T07:07:11, 107, 21,12.19,
2024-10-26T07:07:17, 107, 21,12.19,
2024-10-26T07:07:23, 108, 21,12.19,
2024-10-26T07:07:29, 108, 21,12.19,
2024-10-26T07:07:35, 108, 21,12.19,
2024-10-26T07:07:41, 107, 21,12.13,
2024-10-26T07:07:47, 108, 21,12.19,
2024-10-26T07:07:53, 108, 20,12.13,
2024-10-26T07:07:59, 107, 21,12.13,
2024-10-26T07:08:05, 108, 21,12.19,
2024-10-26T07:08:11, 109, 21,12.13,
2024-10-26T07:08:16, 107, 21,12.13,
2024-10-26T07:08:22, 107, 21,12.19,
2024-10-26T07:08:28, 107, 22,12.13,
2024-10-26T07:08:34, 107, 21,12.13,
2024-10-26T07:08:40, 108, 21,12.19,
2024-10-26T07:08:46, 108, 21,12.13,
2024-10-26T07:08:52, 108, 21,12.13,
2024-10-26T07:08:58, 108, 20,12.19,
2024-10-26T07:09:04, 107, 21,12.13,
2024-10-26T07:09:10, 107, 21,12.13,
2024-10-26T07:09:16, 109, 21,12.13,
2024-10-26T07:09:22, 107, 21,12.19,
2024-10-26T07:09:28, 109, 21,12.13,
2024-10-26T07:09:34, 107, 21,12.19,
2024-10-26T07:09:40, 108, 20,12.19,
2024-10-26T07:09:46, 108, 21,12.13,
2024-10-26T07:09:52, 108, 21,12.13,
2024-10-26T07:09:58, 108, 21,12.19,
2024-10-26T07:10:04, 108, 22,12.19,
2024-10-26T07:10:10, 108, 20,12.19,
2024-10-26T07:10:16, 107, 21,12.19,
2024-10-26T07:10:22, 108, 21,12.19,
2024-10-26T07:10:28, 109, 21,12.19,
2024-10-26T07:10:34, 108, 20,12.19,
2024-10-26T07:10:40, 108, 21,12.19,
2024-10-26T07:10:46, 108, 21,12.19,
2024-10-26T07:10:52, 107, 21,12.19,
2024-10-26T07:10:58, 108, 21,12.19,
2024-10-26T07:11:04, 108, 20,12.13,
2024-10-26T07:11:10, 108, 21,12.13,
2024-10-26T07:11:16, 108, 22,12.13,
2024-10-26T07:11:22, 107, 20,12.13,
2024-10-26T07:11:28, 108, 22,12.06,
2024-10-26T07:11:34, 107, 20,12.06,
2024-10-26T07:11:40, 107, 20,12.06,
2024-10-26T07:11:46, 108, 21,12.06,
2024-10-26T07:11:52, 108, 22,12.13,
2024-10-26T07:11:58, 109, 21,12.13,
2024-10-26T07:12:04, 108, 20,12.13,
2024-10-26T07:12:10, 109, 21,12.13,
2024-10-26T07:12:16, 108, 20,12.13,
2024-10-26T07:12:22, 108, 20,12.13,
2024-10-26T07:12:28, 108, 20,12.13,
2024-10-26T07:12:34, 107, 21,12.19,
2024-10-26T07:12:40, 108, 20,12.13,
2024-10-26T07:12:46, 108, 21,12.13,
2024-10-26T07:12:52, 108, 20,12.13,
2024-10-26T07:12:58, 108, 21,12.13,
2024-10-26T07:13:04, 107, 21,12.13,
2024-10-26T07:13:10, 108, 21,12.13,
2024-10-26T07:13:16, 108, 21,12.13,
2024-10-26T07:13:22, 109, 21,12.13,
2024-10-26T07:13:28, 107, 21,12.13,
2024-10-26T07:13:34, 107, 21,12.13,
2024-10-26T07:13:40, 108, 21,12.19,
2024-10-26T07:13:46, 109, 20,12.19,
2024-10-26T07:13:52, 108, 21,12.19,
2024-10-26T07:13:58, 108, 21,12.13,
2024-10-26T07:14:04, 108, 21,12.13,
2024-10-26T07:14:10, 107, 21,12.13,
2024-10-26T07:14:16, 109, 20,12.13,
2024-10-26T07:14:22, 107, 21,12.13,
2024-10-26T07:14:28, 109, 20,12.13,
2024-10-26T07:14:34, 108, 20,12.13,
2024-10-26T07:14:40, 108, 21,12.13,
2024-10-26T07:14:46, 108, 20,12.13,
2024-10-26T07:14:52, 107, 19,12.13,
2024-10-26T07:14:58, 108, 21,12.13,
2024-10-26T07:15:04, 107, 21,12.13,
2024-10-26T07:15:10, 108, 21,12.13,
2024-10-26T07:15:16, 108, 20,12.19,
2024-10-26T07:15:22, 107, 21,12.19,
2024-10-26T07:15:28, 109, 20,12.19,
2024-10-26T07:15:34, 108, 20,12.19,
2024-10-26T07:15:40, 106, 21,12.13,
2024-10-26T07:15:46, 107, 21,12.19,
2024-10-26T07:15:52, 108, 20,12.19,
2024-10-26T07:15:58, 108, 20,12.13,
2024-10-26T07:16:04, 108, 20,12.13,
2024-10-26T07:16:10, 107, 20,12.13,
2024-10-26T07:16:16, 108, 20,12.13,
2024-10-26T07:16:22, 107, 21,12.13,
2024-10-26T07:16:28, 108, 20,12.19,
2024-10-26T07:16:34, 109, 21,12.19,
2024-10-26T07:16:40, 108, 20,12.13,
2024-10-26T07:16:46, 108, 20,12.19,
2024-10-26T07:16:52, 108, 21,12.19,
2024-10-26T07:16:58, 108, 20,12.13,
2024-10-26T07:17:04, 107, 21,12.19,
2024-10-26T07:17:10, 108, 20,12.13,
2024-10-26T07:17:16, 107, 21,12.13,
2024-10-26T07:17:22, 108, 20,12.19,
2024-10-26T07:17:28, 108, 20,12.13,
2024-10-26T07:17:34, 108, 20,12.19,
2024-10-26T07:17:40, 108, 21,12.13,
2024-10-26T07:17:46, 108, 23,12.13,
2024-10-26T07:17:52, 108, 20,12.13,
2024-10-26T07:17:58, 108, 20,12.13,
2024-10-26T07:18:04, 108, 21,12.19,
2024-10-26T07:18:10, 108, 20,12.19,
2024-10-26T07:18:16, 107, 20,12.19,
2024-10-26T07:18:22, 108, 20,12.13,
2024-10-26T07:18:28, 108, 20,12.19,
2024-10-26T07:18:34, 107, 20,12.13,
2024-10-26T07:18:40, 108, 20,12.19,
2024-10-26T07:18:46, 107, 20,12.13,
2024-10-26T07:18:52, 109, 20,12.19,
2024-10-26T07:18:58, 107, 16,12.13,
2024-10-26T07:19:04, 108, 20,12.13,
2024-10-26T07:19:10, 107, 20,12.13,
2024-10-26T07:19:16, 109, 19,12.19,
2024-10-26T07:19:22, 109, 20,12.13,
2024-10-26T07:19:28, 108, 21,12.13,
2024-10-26T07:19:34, 107, 20,12.19,
2024-10-26T07:19:40, 107, 20,12.19,
2024-10-26T07:19:46, 107, 20,12.19,
2024-10-26T07:19:52, 108, 20,12.19,
2024-10-26T07:19:58, 107, 20,12.19,
2024-10-26T07:20:04, 108, 18,12.19,
2024-10-26T07:20:10, 107, 20,12.19,
2024-10-26T07:20:16, 107, 20,12.19,
2024-10-26T07:20:22, 108, 20,12.19,
2024-10-26T07:20:28, 109, 20,12.19,
2024-10-26T07:20:34, 108, 21,12.19,
2024-10-26T07:20:40, 108, 19,12.19,
2024-10-26T07:20:46, 109, 20,12.19,
2024-10-26T07:20:52, 108, 19,12.19,
2024-10-26T07:20:58, 108, 19,12.19,
2024-10-26T07:21:04, 108, 20,12.19,
2024-10-26T07:21:10, 108, 20,12.19,
2024-10-26T07:21:16, 108, 20,12.19,
2024-10-26T07:21:22, 109, 20,12.19,
2024-10-26T07:21:28, 109, 20,12.19,
2024-10-26T07:21:34, 108, 20,12.13,
2024-10-26T07:21:40, 109, 20,12.13,
2024-10-26T07:21:46, 108, 19,12.13,
2024-10-26T07:21:52, 108, 20,12.19,
2024-10-26T07:21:58, 108, 19,12.13,
2024-10-26T07:22:04, 109, 19,12.19,
2024-10-26T07:22:10, 108, 20,12.19,
2024-10-26T07:22:16, 108, 20,12.13,
2024-10-26T07:22:22, 109, 20,12.13,
2024-10-26T07:22:28, 108, 20,12.19,
2024-10-26T07:22:34, 108, 20,12.13,
2024-10-26T07:22:40, 108, 19,12.13,
2024-10-26T07:22:46, 109, 19,12.13,
2024-10-26T07:22:52, 108, 19,12.13,
2024-10-26T07:22:58, 108, 20,12.13,
2024-10-26T07:23:04, 108, 19,12.13,
2024-10-26T07:23:10, 108, 19,12.13,
2024-10-26T07:23:16, 108, 20,12.13,
2024-10-26T07:23:22, 108, 21,12.13,
2024-10-26T07:23:28, 109, 20,12.13,
2024-10-26T07:23:34, 107, 20,12.13,
2024-10-26T07:23:40, 108, 19,12.13,
2024-10-26T07:23:46, 108, 19,12.13,
2024-10-26T07:23:52, 108, 21,12.13,
2024-10-26T07:23:58, 109, 20,12.13,
2024-10-26T07:24:04, 108, 19,12.13,
2024-10-26T07:24:10, 107, 20,12.13,
2024-10-26T07:24:16, 108, 19,12.13,
2024-10-26T07:24:22, 109, 20,12.13,
2024-10-26T07:24:28, 109, 19,12.06,
2024-10-26T07:24:34, 109, 19,12.13,
2024-10-26T07:24:40, 109, 19,12.13,
2024-10-26T07:24:46, 108, 20,12.13,
2024-10-26T07:24:52, 108, 19,12.13,
2024-10-26T07:24:58, 108, 20,12.13,
2024-10-26T07:25:04, 108, 20,12.13,
2024-10-26T07:25:10, 108, 19,12.13,
2024-10-26T07:25:16, 109, 20,12.13,
2024-10-26T07:25:22, 107, 18,12.13,
2024-10-26T07:25:28, 108, 19,12.19,
2024-10-26T07:25:33, 107, 19,12.13,
2024-10-26T07:25:39, 108, 19,12.13,
2024-10-26T07:25:45, 108, 20,12.13,
2024-10-26T07:25:51, 108, 19,12.13,
2024-10-26T07:25:57, 108, 19,12.13,
2024-10-26T07:26:03, 108, 19,12.13,
2024-10-26T07:26:09, 107, 19,12.13,
2024-10-26T07:26:15, 107, 20,12.13,
2024-10-26T07:26:21, 109, 19,12.13,
2024-10-26T07:26:27, 108, 20,12.13,
2024-10-26T07:26:33, 107, 20,12.13,
2024-10-26T07:26:39, 108, 19,12.06,
2024-10-26T07:26:45, 107, 19,12.06,
2024-10-26T07:26:51, 108, 20,12.06,
2024-10-26T07:26:57, 109, 19,12.06,
2024-10-26T07:27:03, 109, 20,12.06,
2024-10-26T07:27:09, 107, 19,12.06,
2024-10-26T07:27:15, 108, 20,12.06,
2024-10-26T07:27:21, 108, 20,12.06,
2024-10-26T07:27:27, 108, 19,12.13,
2024-10-26T07:27:33, 108, 19,12.13,
2024-10-26T07:27:39, 108, 20,12.13,
2024-10-26T07:27:45, 108, 19,12.13,
2024-10-26T07:27:51, 108, 19,12.13,
2024-10-26T07:27:57, 109, 20,12.19,
2024-10-26T07:28:03, 108, 19,12.19,
2024-10-26T07:28:09, 108, 20,12.19,
2024-10-26T07:28:15, 109, 20,12.13,
2024-10-26T07:28:21, 107, 19,12.19,
2024-10-26T07:28:27, 107, 19,12.13,
2024-10-26T07:28:33, 107, 19,12.13,
2024-10-26T07:28:39, 109, 20,12.19,
2024-10-26T07:28:45, 108, 19,12.13,
2024-10-26T07:28:51, 108, 19,12.13,
2024-10-26T07:28:57, 108, 18,12.13,
2024-10-26T07:29:03, 107, 19,12.13,
2024-10-26T07:29:09, 108, 19,12.19,
2024-10-26T07:29:15, 107, 20,12.13,
2024-10-26T07:29:21, 109, 19,12.13,
2024-10-26T07:29:27, 108, 20,12.13,
2024-10-26T07:29:33, 107, 20,12.13,
2024-10-26T07:29:39, 108, 19,12.13,
2024-10-26T07:29:45, 107, 20,12.13,
2024-10-26T07:29:51, 107, 19,12.13,
2024-10-26T07:29:57, 108, 19,12.13,
2024-10-26T07:30:03, 107, 20,12.13,
2024-10-26T07:30:09, 107, 19,12.13,
2024-10-26T07:30:15, 108, 20,12.13,
2024-10-26T07:30:21, 107, 21,12.13,
2024-10-26T07:30:27, 108, 19,12.13,
2024-10-26T07:30:33, 108, 19,12.13,
2024-10-26T07:30:39, 108, 19,12.13,
2024-10-26T07:30:45, 108, 18,12.13,
2024-10-26T07:30:51, 107, 20,12.13,
2024-10-26T07:30:57, 107, 19,12.06,
2024-10-26T07:31:03, 108, 19,12.13,
2024-10-26T07:31:09, 108, 19,12.13,
2024-10-26T07:31:15, 107, 19,12.13,
2024-10-26T07:31:21, 107, 18,12.06,
2024-10-26T07:31:27, 107, 19,12.13,
2024-10-26T07:31:33, 108, 18,12.06,
2024-10-26T07:31:39, 108, 19,12.13,
2024-10-26T07:31:45, 109, 19,12.13,
2024-10-26T07:31:51, 107, 18,12.13,
2024-10-26T07:31:57, 108, 19,12.06,
2024-10-26T07:32:03, 108, 18,12.13,
2024-10-26T07:32:09, 107, 19,12.13,
2024-10-26T07:32:15, 107, 19,12.06,
2024-10-26T07:32:21, 108, 20,12.13,
2024-10-26T07:32:27, 108, 19,12.06,
2024-10-26T07:32:33, 108, 20,12.06,
2024-10-26T07:32:39, 107, 19,12.06,
2024-10-26T07:32:45, 107, 19,12.06,
2024-10-26T07:32:51, 108, 19,12.06,
2024-10-26T07:32:57, 109, 19,12.06,
2024-10-26T07:33:03, 107, 19,12.13,
2024-10-26T07:33:09, 108, 19,12.13,
2024-10-26T07:33:15, 108, 19,12.13,
2024-10-26T07:33:21, 108, 20,12.13,
2024-10-26T07:33:27, 108, 20,12.13,
2024-10-26T07:33:33, 108, 18,12.13,
2024-10-26T07:33:39, 108, 19,12.13,
2024-10-26T07:33:45, 108, 19,12.13,
2024-10-26T07:33:51, 108, 19,12.13,
2024-10-26T07:33:57, 107, 19,12.13,
2024-10-26T07:34:03, 108, 18,12.13,
2024-10-26T07:34:09, 109, 19,12.13,
2024-10-26T07:34:15, 107, 19,12.13,
2024-10-26T07:34:21, 108, 18,12.13,
2024-10-26T07:34:27, 107, 18,12.13,
2024-10-26T07:34:33, 108, 19,12.13,
2024-10-26T07:34:39, 108, 19,12.13,
2024-10-26T07:34:45, 108, 18,12.13,
2024-10-26T07:34:51, 108, 19,12.13,
2024-10-26T07:34:57, 108, 19,12.13,
2024-10-26T07:35:03, 107, 19,12.13,
2024-10-26T07:35:09, 108, 19,12.13,
2024-10-26T07:35:15, 109, 18,12.13,
2024-10-26T07:35:21, 107, 19,12.13,
2024-10-26T07:35:27, 108, 19,12.13,
2024-10-26T07:35:33, 108, 20,12.13,
2024-10-26T07:35:39, 108, 19,12.06,
2024-10-26T07:35:45, 108, 19,12.06,
2024-10-26T07:35:51, 107, 19,12.06,
2024-10-26T07:35:57, 108, 19,12.13,
2024-10-26T07:36:03, 108, 19,12.13,
2024-10-26T07:36:09, 108, 19,12.13,
2024-10-26T07:36:15, 108, 18,12.13,
2024-10-26T07:36:21, 108, 19,12.06,
2024-10-26T07:36:27, 108, 20,12.13,
2024-10-26T07:36:33, 108, 19,12.13,
2024-10-26T07:36:39, 113, 18,12.13,
2024-10-26T07:36:45, 108, 19,12.13,
2024-10-26T07:36:51, 108, 19,12.19,
2024-10-26T07:36:57, 108, 19,12.19,
2024-10-26T07:37:03, 109, 18,12.19,
2024-10-26T07:37:09, 109, 19,12.19,
2024-10-26T07:37:15, 109, 18,12.13,
2024-10-26T07:37:21, 109, 18,12.19,
2024-10-26T07:37:27, 108, 19,12.13,
2024-10-26T07:37:33, 108, 19,12.19,
2024-10-26T07:37:39, 108, 19,12.19,
2024-10-26T07:37:45, 109, 19,12.13,
2024-10-26T07:37:51, 109, 19,12.19,
2024-10-26T07:37:57, 109, 18,12.13,
2024-10-26T07:38:03, 108, 19,12.13,
2024-10-26T07:38:09, 108, 19,12.13,
2024-10-26T07:38:15, 108, 19,12.13,
2024-10-26T07:38:21, 108, 18,12.13,
2024-10-26T07:38:27, 108, 19,12.13,
2024-10-26T07:38:33, 107, 19,12.13,
2024-10-26T07:38:39, 108, 18,12.13,
2024-10-26T07:38:45, 108, 18,12.13,
2024-10-26T07:38:51, 109, 18,12.13,
2024-10-26T07:38:57, 108, 19,12.13,
2024-10-26T07:39:03, 108, 19,12.13,
2024-10-26T07:39:09, 109, 18,12.13,
2024-10-26T07:39:15, 108, 19,12.13,
2024-10-26T07:39:21, 110, 18,12.13,
2024-10-26T07:39:27, 108, 19,12.13,
2024-10-26T07:39:33, 108, 17,12.13,
2024-10-26T07:39:39, 108, 19,12.06,
2024-10-26T07:39:45, 107, 19,12.13,
2024-10-26T07:39:51, 108, 19,12.13,
2024-10-26T07:39:57, 108, 18,12.13,
2024-10-26T07:40:03, 108, 19,12.06,
2024-10-26T07:40:09, 108, 18,12.06,
2024-10-26T07:40:15, 109, 18,12.06,
2024-10-26T07:40:21, 109, 18,12.06,
2024-10-26T07:40:27, 109, 18,12.13,
2024-10-26T07:40:33, 109, 18,12.06,
2024-10-26T07:40:39, 109, 18,12.06,
2024-10-26T07:40:45, 108, 18,12.13,
2024-10-26T07:40:51, 109, 19,12.13,
2024-10-26T07:40:57, 108, 18,12.13,
2024-10-26T07:41:03, 109, 18,12.13,
2024-10-26T07:41:09, 108, 17,12.13,
2024-10-26T07:41:15, 108, 19,12.13,
2024-10-26T07:41:21, 109, 18,12.13,
2024-10-26T07:41:27, 110, 18,12.13,
2024-10-26T07:41:33, 109, 18,12.13,
2024-10-26T07:41:39, 108, 18,12.13,
2024-10-26T07:41:45, 108, 18,12.13,
2024-10-26T07:41:51, 108, 19,12.13,
2024-10-26T07:41:57, 108, 18,12.13,
2024-10-26T07:42:03, 107, 19,12.13,
2024-10-26T07:42:09, 108, 18,12.13,
2024-10-26T07:42:15, 104, 18,12.13,
2024-10-26T07:42:21, 108, 19,12.13,
2024-10-26T07:42:27, 109, 19,12.19,
2024-10-26T07:42:33, 109, 19,12.13,
2024-10-26T07:42:39, 108, 18,12.13,
2024-10-26T07:42:45, 108, 18,12.13,
2024-10-26T07:42:51, 108, 18,12.13,
2024-10-26T07:42:57, 108, 19,12.13,
2024-10-26T07:43:03, 108, 19,12.13,
2024-10-26T07:43:09, 108, 18,12.13,
2024-10-26T07:43:15, 108, 19,12.13,
2024-10-26T07:43:21, 107, 19,12.13,
2024-10-26T07:43:27, 108, 17,12.13,
2024-10-26T07:43:33, 111, 18,12.13,
2024-10-26T07:43:39, 108, 19,12.13,
2024-10-26T07:43:45, 108, 18,12.13,
2024-10-26T07:43:51, 107, 19,12.19,
2024-10-26T07:43:57, 108, 18,12.19,
2024-10-26T07:44:03, 107, 19,12.19,
2024-10-26T07:44:09, 108, 19,12.19,
2024-10-26T07:44:15, 108, 18,12.19,
2024-10-26T07:44:21, 108, 18,12.19,
2024-10-26T07:44:26, 108, 18,12.19,
2024-10-26T07:44:32, 109, 18,12.19,
2024-10-26T07:44:38, 109, 18,12.19,
2024-10-26T07:44:44, 109, 18,12.19,
2024-10-26T07:44:50, 109, 18,12.19,
2024-10-26T07:44:56, 108, 19,12.19,
2024-10-26T07:45:02, 108, 18,12.19,
2024-10-26T07:45:08, 108, 19,12.13,
2024-10-26T07:45:14, 108, 18,12.19,
2024-10-26T07:45:20, 108, 18,12.19,
2024-10-26T07:45:26, 107, 19,12.19,
2024-10-26T07:45:32, 108, 18,12.19,
2024-10-26T07:45:38, 108, 19,12.19,
2024-10-26T07:45:44, 109, 18,12.19,
2024-10-26T07:45:50, 108, 18,12.19,
2024-10-26T07:45:56, 108, 19,12.19,
2024-10-26T07:46:02, 109, 19,12.19,
2024-10-26T07:46:08, 108, 18,12.19,
2024-10-26T07:46:14, 109, 18,12.19,
2024-10-26T07:46:20, 109, 18,12.19,
2024-10-26T07:46:26, 108, 18,12.19,
2024-10-26T07:46:32, 108, 18,12.13,
2024-10-26T07:46:38, 109, 17,12.19,
2024-10-26T07:46:44, 108, 18,12.19,
2024-10-26T07:46:50, 108, 19,12.19,
2024-10-26T07:46:56, 109, 18,12.19,
2024-10-26T07:47:02, 109, 18,12.19,
2024-10-26T07:47:08, 108, 19,12.13,
2024-10-26T07:47:14, 109, 18,12.13,
2024-10-26T07:47:20, 109, 18,12.13,
2024-10-26T07:47:26, 108, 18,12.13,
2024-10-26T07:47:32, 109, 17,12.13,
2024-10-26T07:47:38, 109, 18,12.13,
2024-10-26T07:47:44, 108, 18,12.13,
2024-10-26T07:47:50, 109, 18,12.13,
2024-10-26T07:47:56, 108, 19,12.13,
2024-10-26T07:48:02, 109, 18,12.13,
2024-10-26T07:48:08, 108, 18,12.13,
2024-10-26T07:48:14, 109, 18,12.13,
2024-10-26T07:48:20, 108, 18,12.13,
2024-10-26T07:48:26, 109, 18,12.06,
2024-10-26T07:48:32, 110, 18,12.13,
2024-10-26T07:48:38, 109, 18,12.06,
2024-10-26T07:48:44, 109, 18,12.13,
2024-10-26T07:48:50, 109, 18,12.13,
2024-10-26T07:48:56, 109, 18,12.06,
2024-10-26T07:49:02, 108, 18,12.06,
2024-10-26T07:49:08, 108, 18,12.13,
2024-10-26T07:49:14, 108, 19,12.13,
2024-10-26T07:49:20, 108, 18,12.13,
2024-10-26T07:49:26, 108, 21,12.13,
2024-10-26T07:49:32, 108, 18,12.06,
2024-10-26T07:49:38, 109, 18,12.13,
2024-10-26T07:49:44, 109, 18,12.13,
2024-10-26T07:49:50, 109, 18,12.13,
